1331760739000,1331760739000,40.114739,-88.232087,6.44,183.1,179.0,10.0,0.256,956.2,23.0,2.75
1331760740000,1331760740000,40.114680,-88.232090,6.38,183.6,179.0,10.0,0.259,950.0,18.0,2.75
1331760741000,1331760741000,40.114623,-88.232088,6.13,183.8,178.0,10.0,0.259,950.0,18.0,2.75
1331760742000,1331760742000,40.114571,-88.232081,5.75,184.6,177.0,10.0,0.282,893.7,10.0,2.75
1331760743000,1331760743000,40.114521,-88.232079,5.50,185.0,176.0,10.0,0.282,893.7,10.0,2.75
1331760744000,1331760744000,40.114473,-88.232083,5.32,185.2,178.0,10.0,0.524,1162.5,9.0,4.51
1331760745000,1331760745000,40.114433,-88.232084,4.94,185.3,180.0,10.0,0.524,1162.5,9.0,4.51
1331760746000,1331760746000,40.114400,-88.232084,4.50,185.3,179.0,10.0,0.832,1468.7,15.0,6.86
1331760747000,1331760747000,40.114361,-88.232081,4.63,185.2,177.0,10.0,0.761,1431.2,20.0,6.27
1331760748000,1331760748000,40.114314,-88.232077,5.07,184.9,174.0,10.0,0.761,1431.2,20.0,6.27
1331760749000,1331760749000,40.114271,-88.232072,5.25,184.9,172.0,10.0,0.537,1431.2,23.0,4.90
1331760750000,1331760750000,40.114218,-88.232067,5.57,184.8,173.0,10.0,0.537,1431.2,23.0,4.90
1331760751000,1331760751000,40.114162,-88.232062,5.88,184.7,173.0,10.0,0.412,1425.0,25.0,4.12
1331760752000,1331760752000,40.114103,-88.232057,6.25,184.7,175.0,10.0,0.412,1425.0,25.0,4.12
1331760753000,1331760753000,40.114040,-88.232054,6.51,184.8,176.0,10.0,0.308,1212.5,26.0,3.14
1331760754000,1331760754000,40.113977,-88.232051,6.57,184.8,177.0,10.0,0.269,981.2,25.0,2.75
1331760755000,1331760755000,40.113912,-88.232048,6.69,184.9,176.0,10.0,0.269,981.2,25.0,2.75
1331760756000,1331760756000,40.113846,-88.232045,6.63,184.8,176.0,10.0,0.280,875.0,22.0,2.75
1331760757000,1331760757000,40.113784,-88.232040,6.44,184.9,177.0,10.0,0.280,875.0,22.0,2.75
1331760758000,1331760758000,40.113729,-88.232042,6.07,184.9,181.0,10.0,0.276,906.2,18.0,2.75
1331760759000,1331760759000,40.113680,-88.232042,5.69,185.0,180.0,10.0,0.271,1012.5,16.0,2.75
1331760760000,1331760760000,40.113640,-88.232045,4.82,185.0,183.0,10.0,0.271,1012.5,16.0,2.75
1331760761000,1331760761000,40.113590,-88.232054,5.00,185.4,183.0,10.0,0.522,1256.2,18.0,4.51
1331760762000,1331760762000,40.113543,-88.232056,5.38,185.4,181.0,10.0,0.819,1518.7,22.0,6.67
1331760763000,1331760763000,40.113489,-88.232054,5.94,185.4,178.0,10.0,0.819,1518.7,22.0,6.67
1331760764000,1331760764000,40.113433,-88.232050,6.13,185.4,177.0,10.0,0.614,1506.2,25.0,5.10
1331760765000,1331760765000,40.113375,-88.232043,6.38,185.1,175.0,10.0,0.526,1337.5,26.0,3.53
1331760766000,1331760766000,40.113317,-88.232037,6.51,184.9,176.0,10.0,0.526,1337.5,26.0,3.53
1331760767000,1331760767000,40.113256,-88.232031,6.51,184.7,175.0,10.0,0.537,1175.0,27.0,3.73
1331760768000,1331760768000,40.113192,-88.232026,6.76,184.5,177.0,10.0,0.336,1068.7,28.0,3.14
1331760769000,1331760769000,40.113122,-88.232025,7.07,184.5,179.0,10.0,0.336,1068.7,28.0,3.14
1331760770000,1331760770000,40.113051,-88.232027,7.26,184.4,180.0,10.0,0.270,975.0,26.0,2.75
1331760771000,1331760771000,40.112985,-88.232037,7.13,184.7,182.0,10.0,0.270,975.0,26.0,2.75
1331760772000,1331760772000,40.112918,-88.232051,6.69,185.3,183.0,10.0,0.267,893.7,22.0,2.75
1331760773000,1331760773000,40.112859,-88.232062,5.94,185.6,183.0,10.0,0.285,843.7,16.0,2.75
